Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-Mar-15,421.225,427.225,421.025,424.4,848.1640283,438979,18032,372326197,212275,48.36,12.4,6.35
25-Mar-15,425.25,425.25,420.075,422.35,843.6093368,382017,12093,322273108,274261,71.79,10.35,-5.8
26-Mar-15,420.675,424.375,412.275,415.3,838.4993937,382644,14318,320846762,202663,52.96,24.2,-10.75
27-Mar-15,416.3,417.575,400.75,405.875,814.3983916,535694,32094,436268332,192466,35.93,33.65,-20.85
30-Mar-15,408,409,398.375,405.175,806.9025364,451512,24134,364326178,131506,29.13,21.25,-5.65
31-Mar-15,408.05,416.025,408.05,412.35,826.4697533,314795,15847,260168546,88056,27.97,15.95,8.6
1-April-2015,412.475,419,407,417.275,825.3381575,254414,15179,209977582,54715,21.51,24,9.6
6-April-2015,417.65,418.975,410.725,412,825.9740945,219606,12073,181388867,90668,41.29,16.5,-11.3
7-April-2015,412.55,417.95,412.55,416.4,831.5252937,255261,14472,212255978,87882,34.43,10.8,7.7
8-April-2015,418,434.575,416.5,432.75,855.2378426,651313,30326,557027525,275189,42.25,36.15,29.5
9-April-2015,433.05,449.45,430,447.475,873.7122564,1119528,30292,978145335,668101,59.68,38.9,28.85
10-April-2015,447.5,453.35,444.5,451.825,899.4758474,478685,22999,430565596,126532,26.43,17.7,8.65
13-April-2015,454.2,462.5,449.3,461.2,914.2493872,469162,35204,428931071,149769,31.92,26.4,14
15-April-2015,460.45,469.7,453.8,461.875,923.0056222,513681,28895,474130451,93179,18.14,31.8,2.85
16-April-2015,463.075,468.8,459.5,463.725,928.2114055,499935,21865,464045369,168575,33.72,18.6,1.3
17-April-2015,467.7,471.9,461.575,463.425,934.424999,462394,24343,432072513,112780,24.39,20.65,-8.55
20-April-2015,468.275,468.975,439.375,442.775,902.9582023,827606,44115,747293626,240867,29.1,59.2,-51
21-April-2015,444,447.525,436.225,437.95,885.4458176,425129,21128,376428695,123195,28.98,22.6,-12.1
22-April-2015,440.3,443.3,433.8,439.95,877.5856031,302454,16632,265429276,65213,21.56,19,-0.7
23-April-2015,442.325,444.95,434.625,438.5,878.6231842,310531,18261,272839736,77440,24.94,20.65,-7.65
24-April-2015,438.425,441.975,434.2,439.7,877.5209617,307251,16802,269619193,85699,27.89,15.55,2.55
27-April-2015,440.5,443.75,435.5,437.275,879.5536578,245491,14993,215922507,57989,23.62,16.5,-6.45
28-April-2015,437.5,440.875,430,432.5,871.3146088,477021,17242,415635366,248765,52.15,21.75,-10
29-April-2015,431.7,435.475,424.15,425.625,859.4109837,309185,18846,265716985,86536,27.99,22.65,-12.15
30-April-2015,425.85,432.95,424.25,431.425,857.6622451,333967,21374,286430887,83918,25.13,17.4,11.15
4-May-15,433.5,446.625,430.6,445.225,878.1538726,357224,17933,313697639,117352,32.85,32.05,23.45
5-May-15,446.5,450.875,442.5,445.45,893.3482095,357104,19822,319018219,106680,29.87,16.75,-2.1
6-May-15,445.525,448.2,436,439.625,881.5451105,532670,27282,469572634,173629,32.6,24.4,-11.8
7-May-15,438.65,439.5,430,434.7,867.5558753,439971,21683,381699426,98047,22.28,19,-7.9
8-May-15,435.5,446.7,431.8,444.95,881.9863395,489222,21074,431487121,148749,30.41,29.8,18.9
11-May-15,446,449.475,441.6,447.875,892.0779932,367532,9269,327867209,145842,39.68,15.75,3.75
12-May-15,447.5,447.5,432.625,434.175,874.1880332,373248,10845,326288935,73080,19.58,29.75,-26.65
13-May-15,437.5,444.5,428.95,442.4,873.5528619,437442,12081,382128711,57404,13.12,31.1,9.8
14-May-15,441.125,443,435.5,439.25,877.9636509,316156,8117,277573476,49125,15.54,15,-3.75
15-May-15,440.65,443.2,435.6,436.975,877.1455313,200012,5196,175439632,46705,23.35,15.2,-7.35
18-May-15,438.1,446.05,436.5,445.25,884.9845094,262804,8401,232577469,74204,28.24,19.1,14.3
19-May-15,446,452.475,443.55,447.75,896.0120776,399582,10684,358030298,115437,28.89,17.85,3.5
20-May-15,450,454.75,449.45,453.7,904.4337352,301940,8537,273084722,81826,27.1,10.6,7.4
21-May-15,455.125,457.75,447,448.45,899.1012715,485092,7598,436146834,239371,49.35,21.5,-13.35
22-May-15,448.6,452.4,448.5,451.325,901.2888225,189317,5603,170629296,43646,23.05,7.8,5.45
25-May-15,450.675,453.8,446.1,447.1,898.9246757,190722,5431,171444712,41287,21.65,15.4,-7.15
26-May-15,447.75,448.25,441.6,442.325,889.8373699,154381,4315,137373983,35477,22.98,13.3,-10.85
27-May-15,442.05,445.4,440.375,443.475,886.0841484,188643,5579,167153572,50982,27.03,10.05,2.85
28-May-15,443.45,447,436.7,438.375,885.4594234,235493,6928,208519496,37279,15.83,20.6,-10.15
29-May-15,439.75,443.25,437,438.575,880.1013573,623744,9243,548957941,355763,57.04,12.5,-2.35
1-Jun-15,438.5,452,438.5,450.675,898.7083425,271380,8619,243891470,82605,30.44,27,24.35
2-Jun-15,452.075,459.25,445.575,449.35,904.7303912,558053,15121,504887509,156183,27.99,27.35,-5.45
3-Jun-15,449.5,455.175,444.5,447.95,898.1870918,445685,12197,400308514,144930,32.52,21.35,-3.1
4-Jun-15,451.55,457.95,447.525,456.25,905.9074815,461778,16188,418328145,154890,33.54,20.85,9.4
5-Jun-15,455,458.325,452,453.025,909.9644864,287749,8948,261841371,45580,15.84,12.65,-3.95
8-Jun-15,454.4,455.325,441.825,442.625,894.5733756,216884,8307,194018652,57962,26.72,27,-23.55
9-Jun-15,442.625,445.25,439,441.95,884.086633,204010,6345,180362514,37671,18.47,12.5,-1.35
10-Jun-15,442.5,454.95,442.5,452.95,903.0594124,289182,11025,261148527,80968,28,24.9,20.9
11-Jun-15,453.45,454.475,437,438.6,886.6703681,416598,10919,369385102,125882,30.22,34.95,-29.7
12-Jun-15,439.65,446.25,439.425,444.575,887.881021,397129,13400,352603302,81601,20.55,13.65,9.85
15-Jun-15,446.85,452.3,445,450.5,900.1230406,259776,6435,233830363,47831,18.41,14.6,7.3
16-Jun-15,449.95,452.95,446.25,451.975,898.5537464,312970,7576,281220366,87648,28.01,13.4,4.05
17-Jun-15,452.5,470.2,447.2,465.55,921.984773,869836,22298,801975547,215812,24.81,46,26.1
18-Jun-15,467.2,491,466.5,489.525,965.1880549,1403351,39234,1354497622,379399,27.04,49,44.65
19-Jun-15,491.5,503,491.5,498.25,994.6882551,1072967,29040,1067267673,333585,31.09,23,13.5
22-Jun-15,498.45,504.35,493.325,495.675,993.3479101,649734,19494,645411911,266392,41,22.05,-5.55
23-Jun-15,496.375,501.2,495.375,497.375,995.6517823,508162,10433,505952401,226877,44.65,11.65,2
24-Jun-15,497.625,503.275,493,495.375,998.8285341,659933,12859,659159911,298888,45.29,20.55,-4.5
25-Jun-15,495.25,504.525,492.575,502.325,1000.653676,778667,16734,779175996,356179,45.74,23.9,14.15
26-Jun-15,501.125,506.9,497.75,499.775,1003.052459,552085,14909,553770217,106372,19.27,18.3,-2.7
29-Jun-15,492.5,496.8,486.3,495.375,983.4446106,536953,13021,528063534,120803,22.5,21,5.75
30-Jun-15,495,501.75,494,500.225,995.0667393,488603,10383,486192594,203123,41.57,15.5,10.45
1-Jul-15,501.2,505.325,501,502.875,1006.51527,463792,12123,466813730,237515,51.21,8.65,3.35
2-Jul-15,503.525,509.975,503.075,505.15,1013.430464,585463,11220,593326040,263534,45.01,13.8,3.25
3-Jul-15,505.45,506.75,501.725,503.375,1008.299691,532965,8390,537388445,212197,39.81,10.05,-4.15
6-Jul-15,500,509.425,498,507.65,1009.125555,564557,10252,569708896,248445,44.01,22.85,15.3
7-Jul-15,507,508.25,500.15,501.7,1008.110702,213529,5618,215260870,59959,28.08,16.2,-10.6
8-Jul-15,500,504.1,495.225,497.4,998.1448219,410815,10085,410052865,53166,12.94,17.75,-5.2
9-Jul-15,497.675,500.725,492.15,493.65,992.5999396,404304,8910,401312126,52496,12.98,17.15,-8.05
10-Jul-15,497.325,501.875,495.2,500.775,999.4145508,327762,8844,327570112,140028,42.72,13.35,6.9
13-Jul-15,500.5,506.125,497.7,503.6,1004.54304,433427,8746,435396076,260331,60.06,16.85,6.2
14-Jul-15,504.2,505.725,497.625,498.8,1002.444675,301854,7040,302591935,144304,47.81,16.2,-10.8
15-Jul-15,500,507,499.5,505.7,1009.897062,495718,8325,500624152,310531,62.64,15,11.4
16-Jul-15,506.25,513.75,505.7,511.825,1023.458694,511991,13218,524001640,265203,51.8,16.1,11.15
17-Jul-15,511.5,515.5,509,511.075,1026.095351,405333,9901,415910307,135608,33.46,13,-0.85
20-Jul-15,513.05,514.95,509.05,512.375,1024.125626,307533,7852,314952426,134633,43.78,11.8,-1.35
21-Jul-15,513.35,514,501.45,503.75,1017.540628,262687,5504,267294695,53540,20.38,25.1,-19.2
22-Jul-15,503.65,526.75,502.575,525.225,1040.639255,825916,18331,859480611,371198,44.94,48.35,43.15
23-Jul-15,527.5,533.5,520.5,522.825,1051.252636,610364,15739,641646764,131979,21.62,26,-9.35
24-Jul-15,523.1,525,510.8,512.525,1035.522023,290271,9852,300582013,76752,26.44,28.4,-21.15
27-Jul-15,513.5,517.5,500.65,502.9,1016.563965,437703,18669,444953097,108161,24.71,33.7,-21.2
28-Jul-15,504.75,508.375,500.125,504.975,1010.395477,323485,10939,326847781,77071,23.83,16.5,0.45
29-Jul-15,506,506.225,496.1,497.725,1002.408191,240152,8393,240730332,87597,36.48,20.25,-16.55
30-Jul-15,500.85,504,496.525,499.65,1001.657562,299237,9014,299733004,146890,49.09,14.95,-2.4
31-Jul-15,501,503.95,495,500.825,999.8965978,351772,9224,351735626,105881,30.1,17.9,-0.35
3-Aug-15,500.575,506.6,499.1,500.575,1004.492518,325060,7120,326520338,113499,34.92,15,0
4-Aug-15,500.625,502.725,490.075,494.05,989.5021585,355105,10866,351377164,69031,19.44,25.3,-13.15
5-Aug-15,495,500,492,493.825,993.5345079,262896,6799,261196248,52511,19.97,16,-2.35
6-Aug-15,497,497,489,489.7,983.8063354,239574,6978,235694419,66478,27.75,16,-14.6
7-Aug-15,490.5,497,487.65,492.125,987.0084917,249891,6606,246644539,70534,28.23,18.7,3.25
10-Aug-15,492.5,494.9,483.125,485.05,977.9804066,192667,6577,188424551,56124,29.13,23.55,-14.9
11-Aug-15,488,488,479.275,483.175,966.6715996,269415,8537,260435829,34245,12.71,17.45,-9.65
12-Aug-15,483.175,483.175,470.075,471.525,952.9598592,391422,9943,373009454,72306,18.47,26.2,-23.3
13-Aug-15,474,477.05,465.625,467.45,942.976286,226828,7486,213893425,50913,22.45,22.85,-13.1
14-Aug-15,469.3,485.975,467.45,483.525,958.1151166,376123,10717,360369132,99331,26.41,37.05,28.45
17-Aug-15,483.5,483.525,473.65,475.025,952.4607641,278342,9709,265109834,77176,27.73,19.75,-16.95
18-Aug-15,477.6,479.425,471,472.175,946.2577911,262895,8646,248766442,70841,26.95,16.85,-10.85
19-Aug-15,472.45,480.225,469.825,476.35,951.5592809,299152,9049,284660862,62549,20.91,20.8,7.8
20-Aug-15,479.95,480,458.125,459.425,933.1525232,439271,13714,409906842,124581,28.36,43.75,-41.05
21-Aug-15,455,455.9,448.675,453.65,905.0118969,559054,19770,505950521,187345,33.51,14.45,-2.7
24-Aug-15,445,445,409.5,414.475,856.2803859,915064,25268,783551355,299159,32.69,71,-61.05
25-Aug-15,420,430.5,412.2,426.45,841.3830625,680620,16540,572662140,200534,29.46,36.6,12.9
26-Aug-15,423.95,437.4,420.725,426.725,860.727124,398419,10840,342930040,105284,26.43,33.35,5.55
27-Aug-15,434.15,440,428.825,434.775,870.363021,338333,10403,294472532,74813,22.11,22.35,1.25
28-Aug-15,439.775,441.5,433.05,435.6,875.2084777,239263,8608,209405006,50086,20.93,16.9,-8.35
31-Aug-15,435.125,435.6,427.25,428.4,862.2754924,352115,7150,303620135,173269,49.21,16.7,-13.45
1-Sep-15,426.275,426.5,417.6,420.075,841.6572224,670601,12857,564416175,346389,51.65,17.8,-12.4
2-Sep-15,425,428.475,421.65,424.65,850.0736978,368125,10196,312933380,159018,43.2,13.65,-0.7
3-Sep-15,426.95,430.2,422.525,426.875,851.9842238,207655,6354,176918784,62665,30.18,15.35,-0.15
4-Sep-15,423.55,425.175,412.625,417.8,835.0025711,636304,12469,531315476,347951,54.68,25.1,-11.5
7-Sep-15,418.5,422,413.875,416.525,833.6321193,177756,5562,148183111,55144,31.02,16.25,-3.95
8-Sep-15,418,426.6,413,424.475,842.1646273,288488,8512,242954389,63595,22.04,27.2,12.95
9-Sep-15,429.5,439.25,425.675,436.525,865.3123713,410854,9521,355517049,159211,38.75,27.15,14.05
10-Sep-15,430.05,435,428,433.475,863.2566828,368560,7536,318161883,137971,37.44,14,6.85
11-Sep-15,436.675,438.15,428.65,430.525,863.2928102,363751,7850,314023623,159079,43.73,19,-12.3
14-Sep-15,430.9,432.2,426.05,431.525,857.9740364,244111,8204,209440900,84518,34.62,12.3,1.25
15-Sep-15,431,434.825,428.1,433.775,863.3971113,332748,6013,287293662,154721,46.5,13.45,5.55
16-Sep-15,435,438.7,432.5,436.05,872.1333498,283855,5986,247559412,124027,43.69,12.4,2.1
18-Sep-15,438.75,449.5,438.55,447.55,888.5620799,558538,9260,496295687,299128,53.56,21.9,17.6
21-Sep-15,440,443.875,437.85,438.85,881.5194065,177131,5106,156144414,52048,29.38,12.05,-2.3
22-Sep-15,440.05,442.225,422.5,423.725,863.3428568,723862,11738,624941087,477166,65.92,39.45,-32.65
23-Sep-15,420,428.375,420,425.7,849.4837675,416233,7535,353583177,192106,46.15,16.75,11.4
24-Sep-15,424,424,417.525,418.95,838.8303516,730116,14038,612443461,435761,59.68,12.95,-10.1
28-Sep-15,418.95,420.45,415,417.175,834.1730284,778144,8841,649106737,540499,69.46,10.9,-3.55
29-Sep-15,414.5,424.65,413.275,419.575,837.3115666,436844,9814,365774534,139144,31.85,22.75,10.15
30-Sep-15,424.025,431.5,419.3,430.25,852.9954505,345752,8835,294924883,81719,23.64,24.4,12.45
1-Oct-15,436,436.25,429.4,431.15,863.0472398,173286,6118,149554004,40289,23.25,13.7,-9.7
5-Oct-15,432.5,444.95,431.25,443.125,877.6669819,369010,9673,323867893,94602,25.64,27.4,21.25
6-Oct-15,446.55,449.5,442.775,447.95,893.324664,233928,6473,208973652,78948,33.75,13.45,2.8
7-Oct-15,447.9,458.5,445.025,456.925,903.6151,320860,9827,289933941,102933,32.08,26.95,18.05
8-Oct-15,457.075,457.5,443.3,444.575,899.3020727,293575,9218,264012606,51113,17.41,28.4,-25
9-Oct-15,448.425,452.45,441.05,443.175,891.5264571,252976,7795,225534797,61312,24.24,22.8,-10.5
12-Oct-15,445,450.325,444.25,446.025,894.6065313,144413,4292,129192813,35465,24.56,12.15,2.05
13-Oct-15,443.9,447.5,441.5,446.275,889.8306727,127540,4076,113489004,22649,17.76,12,4.75
14-Oct-15,446.575,452,446.15,451,899.9739257,167406,4923,150661035,36930,22.06,11.7,8.85
15-Oct-15,453.625,455.3,450.05,452,904.75339,189822,5702,171742098,61452,32.37,10.5,-3.25
16-Oct-15,452.5,457.35,452,456.1,911.1298893,232521,8129,211856833,75022,32.26,10.7,7.2
19-Oct-15,470.8,482.6,470.8,481.7,956.9270182,802090,22962,767541592,215718,26.89,23.6,21.8
20-Oct-15,481.5,483.4,475.55,477.725,957.2726671,206974,7181,198130553,50280,24.29,15.7,-7.55
21-Oct-15,478,487,476.4,477.375,962.6390116,290037,9210,279200931,61692,21.27,21.2,-1.25
23-Oct-15,481.05,486.675,475.4,477.925,963.11029,239795,7265,230949032,58347,24.33,22.55,-6.25
26-Oct-15,479.025,481.5,470,471.5,948.3627431,151129,4227,143325113,34421,22.78,23,-15.05
27-Oct-15,470.9,473.875,468.75,469.6,941.1366592,142859,4432,134449842,49075,34.35,10.25,-2.6
28-Oct-15,469,472.25,465.175,468.625,937.8912209,140606,4750,131873133,27651,19.67,14.15,-0.75
29-Oct-15,469.4,472.475,467.75,470.775,940.364989,122316,4102,115021684,31883,26.07,9.45,2.75
30-Oct-15,470.775,477.875,470.4,473.925,950.0119081,172739,6341,164104107,53879,31.19,14.95,6.3
2-Nov-15,473.05,480.25,472.625,479.575,953.7913952,156238,5260,149018460,52839,33.82,15.25,13.05
3-Nov-15,481,485,481,483.2,965.5804857,181908,6062,175646815,72767,40,8,4.4
4-Nov-15,486,487.5,473.35,476.05,962.7147751,172804,5939,166360964,49556,28.68,28.3,-19.9
5-Nov-15,475.5,475.75,466.525,468.425,943.6950617,243728,5288,230004910,61342,25.17,18.45,-14.15
6-Nov-15,469,477,469,476.225,948.6017176,175476,7708,166456835,57438,32.73,16,14.45
9-Nov-15,467.5,481.125,462.5,480,948.3089408,267514,8720,253685918,53137,19.86,37.25,25
10-Nov-15,478.55,479.475,458.5,460.975,933.3178531,278248,9817,259693826,70752,25.43,41.95,-35.15
11-Nov-15,464,466.5,463.5,464.475,929.2293374,85638,2641,79577342,29469,34.41,6,0.95
13-Nov-15,459,468.575,457.5,465.1,926.9540091,275272,7902,255164484,59710,21.69,22.15,12.2
16-Nov-15,464.5,470.9,462.35,466.525,933.3384624,397081,8783,370610970,77005,19.39,17.1,4.05
17-Nov-15,468.35,469.35,462.975,463.75,930.775034,171497,4516,159625126,36529,21.3,12.75,-9.2
18-Nov-15,463.5,465.825,455,456.175,923.1394416,229960,7593,212285146,29227,12.71,21.65,-14.65
19-Nov-15,459.75,468.75,459,467.1,931.6906633,225990,9021,210552773,71659,31.71,19.5,14.7
20-Nov-15,467.7,476.05,462.7,472.975,943.212352,303967,7996,286705429,65417,21.52,26.7,10.55
23-Nov-15,473.775,477.825,472.825,476.05,951.2209892,166800,6314,158663661,39880,23.91,10,4.55
24-Nov-15,476.025,485.5,475.375,484,963.7149693,228414,8926,220125991,70704,30.95,20.25,15.95
26-Nov-15,484.95,495.3,484.225,493.85,982.8121796,300255,10162,295094271,110842,36.92,22.15,17.8
27-Nov-15,495,496,487.175,489.525,982.7722173,169451,7269,166531735,39746,23.46,17.65,-10.95
30-Nov-15,488.575,491.9,482,484,970.184056,171638,6091,166520451,31088,18.11,19.8,-9.15
1-Dec-15,483.2,489.25,481,482.775,969.2692319,169237,5572,164036217,41351,24.43,16.5,-0.85
2-Dec-15,483.2,489.3,482.9,488.3,972.8965219,169060,6145,164477886,40233,23.8,12.8,10.2
3-Dec-15,488.75,494.125,486.675,488.4,981.3430871,316800,6790,310889490,164092,51.8,14.9,-0.7
4-Dec-15,486.75,488,480.95,482.875,967.3766227,183717,5454,177723531,35461,19.3,14.1,-7.75
7-Dec-15,483.5,486.45,475.5,476.85,957.1103759,192243,6620,183997770,36384,18.93,21.9,-13.3
8-Dec-15,475.05,477,468.85,471.225,946.7650294,223479,6276,211582102,35394,15.84,16.3,-7.65
9-Dec-15,470,472.175,456.5,457.975,927.2517054,351669,9070,326085680,100945,28.7,31.35,-24.05
10-Dec-15,460.575,476.7,460.125,474.95,939.8051462,388912,12770,365501499,139056,35.76,33.15,28.75
11-Dec-15,475.05,479.425,471.45,476.125,950.7441781,370539,10566,352287797,118416,31.96,15.95,2.15
14-Dec-15,473.25,481.35,473.25,477.725,955.8686798,252147,6800,241019420,52815,20.95,16.2,8.95
15-Dec-15,478,488.95,476.5,487.95,969.141487,244609,9608,237060730,72164,29.5,24.9,19.9
16-Dec-15,486.7,493.45,486.7,489,980.6869841,187540,6813,183918037,44272,23.61,13.5,4.6
17-Dec-15,490.125,506.625,489,504.175,995.0291352,574220,14343,571365630,251885,43.87,35.25,28.1
18-Dec-15,501.5,504.5,495.075,496.025,997.9914943,252773,7715,252265304,67770,26.81,18.85,-10.95
21-Dec-15,494.275,499.1,492.5,496.125,991.4606337,267805,7715,265518115,58657,21.9,13.2,3.7
22-Dec-15,495.55,501.25,492,493.75,993.8577139,263406,6907,261788085,71015,26.96,18.5,-3.6
23-Dec-15,496.7,503,495.45,501.775,1003.50897,227045,7718,227841694,77454,34.11,15.1,10.15
24-Dec-15,502.75,504,498.05,500.45,1000.791003,146409,5043,146524810,50625,34.58,11.9,-4.6
28-Dec-15,502,506.775,500.5,504.275,1008.699294,291670,7068,294207323,114899,39.39,12.55,4.55
29-Dec-15,506.5,509.25,503.75,507.575,1013.894282,248983,6346,252442440,119230,47.89,11,2.15
30-Dec-15,507.85,508.5,501.05,502.425,1007.892417,103873,3532,104692809,28103,27.06,14.9,-10.85
31-Dec-15,502,508.5,500,506.3,1009.307692,241436,8165,243683212,66299,27.46,17,8.6
1-Jan-16,505,510,504.375,507.675,1016.567151,328595,6141,334038883,179023,54.48,11.25,5.35
4-Jan-16,503,507.1,493.65,497.7,999.4843528,273627,8604,273485905,49267,18.01,26.9,-10.6
5-Jan-16,501,505,498.425,502.55,1004.668569,294671,5588,296046692,102135,34.66,13.15,3.1
6-Jan-16,502.5,519,500.275,515.975,1027.955139,949981,31274,976537851,305282,32.14,37.45,26.95
7-Jan-16,511.9,513.8,504.125,505.775,1015.483768,374543,9578,380342337,53481,14.28,19.35,-12.25
8-Jan-16,509.5,516.075,500.025,512.025,1003.965622,7008317,27081,7036109338,6184723,88.25,32.1,5.05
11-Jan-16,505.5,529.975,505.5,525.775,1048.107564,861434,22283,902875491,287653,33.39,48.95,40.55
12-Jan-16,527,532.5,520.525,522.55,1052.989161,451258,14934,475169783,104846,23.23,23.95,-8.9
13-Jan-16,527.4,543.7,509.675,538.675,1059.947471,1418406,27783,1503435852,482983,34.05,68.05,22.55
14-Jan-16,531.05,540.5,526.2,530.6,1067.513988,590916,15788,630811096,117342,19.86,28.6,-0.9
15-Jan-16,535,544.75,533,536.575,1081.107711,806191,23298,871579307,274625,34.06,23.5,3.15
18-Jan-16,536.525,541.225,505.05,509,1049.190729,577065,17691,605451248,127804,22.15,72.35,-55.05
19-Jan-16,512.5,524.5,507.6,521.8,1036.090255,539474,16545,558943754,130857,24.26,33.8,18.6
20-Jan-16,520.25,520.25,495.25,502.175,1008.483927,1181912,39978,1191939255,253635,21.46,50,-36.15
21-Jan-16,508.15,512.85,489.075,492.45,993.9487767,921299,29044,915724014,128409,13.94,47.55,-31.4
22-Jan-16,497.5,505.075,497.375,501.975,1003.456552,344318,12402,345508153,63959,18.58,15.4,8.95
25-Jan-16,504.1,509.2,500.075,502.4,1009.965519,276184,9008,278936317,68788,24.91,18.25,-3.4
27-Jan-16,503.975,504.85,498.075,499.675,1003.407952,213280,8067,214006848,73187,34.31,13.55,-8.6
28-Jan-16,500,510.875,498.875,508.45,1009.912861,279598,10218,282369616,84484,30.22,24,16.9
29-Jan-16,510,519.7,509.425,517.525,1031.594346,280811,10044,289683040,87594,31.19,20.55,15.05
1-Feb-16,520,520.5,512.575,514.05,1032.208104,216574,7112,223549438,44724,20.65,15.85,-11.9
2-Feb-16,515.5,516,495.15,501,1012.893933,367070,11152,371802976,103173,28.11,41.7,-29
3-Feb-16,494.05,496.6,487.5,490.35,984.3151587,344712,10610,339305247,70638,20.49,18.2,-7.4
4-Feb-16,495,500,484,486.975,982.2664022,305249,12485,299835837,46843,15.35,32,-16.05
